Age,Age_Group,Job,Marital_Status,Education,Has_Credit_Default,Has_Housing_Loan,Has_Personal_Loan,Contact_Type,Contact_Month,Contact_Day,Call_Duration_Seconds,Call_Duration_Minutes,Campaign_Contacts,Campaign_Contact_Group,Days_Since_Previous_Contact,Previous_Contact_Status,Days_Since_Previous_Contact_Clean,Previous_Contacts,Previous_Campaign_Outcome,Employment_Variation_Rate,Consumer_Price_Index,Consumer_Confidence_Index,Euribor_3_Month,Number_Employed,Subscribed_Term_Deposit,Subscribed_Flag
45,45-54,Technician,Divorced,University Degree,No,Yes,Yes,telephone,jun,thu,163,2.72,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
52,45-54,Retired,Divorced,Basic 4 Years,Unknown,Yes,Yes,telephone,jun,thu,26,0.43,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
29,25-34,Admin,Single,High School,No,Yes,No,telephone,jun,thu,63,1.05,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
43,35-44,Technician,Married,Basic 9 Years,Unknown,Yes,No,telephone,jun,thu,176,2.93,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
36,35-44,Blue Collar,Married,Basic 9 Years,No,Yes,No,telephone,jun,thu,67,1.12,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
38,35-44,Admin,Married,High School,No,No,No,telephone,jun,thu,605,10.08,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
27,25-34,Blue Collar,Married,Basic 6 Years,Unknown,Yes,No,telephone,jun,thu,75,1.25,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
38,35-44,Admin,Married,High School,No,Yes,No,telephone,jun,thu,1411,23.52,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
52,45-54,Services,Divorced,High School,No,Yes,No,telephone,jun,thu,83,1.38,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
52,45-54,Services,Divorced,High School,No,Unknown,Unknown,telephone,jun,thu,297,4.95,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
38,35-44,Admin,Married,High School,No,Yes,Yes,telephone,jun,thu,2028,33.8,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Subscribed,1
54,45-54,Blue Collar,Married,Basic 6 Years,Unknown,No,No,telephone,jun,thu,211,3.52,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
39,35-44,Blue Collar,Married,Basic 6 Years,Unknown,Yes,No,telephone,jun,thu,453,7.55,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
28,25-34,Blue Collar,Married,High School,No,No,No,telephone,jun,thu,419,6.98,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
53,45-54,Technician,Married,University Degree,No,No,No,telephone,jun,thu,498,8.3,7,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
40,35-44,Admin,Married,University Degree,No,No,No,telephone,jun,thu,202,3.37,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
49,45-54,Management,Married,University Degree,No,No,No,telephone,jun,thu,21,0.35,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
40,35-44,Services,Married,High School,No,Yes,Yes,telephone,jun,thu,40,0.67,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
23,Below 25,Technician,Single,Professional Course,No,Unknown,Unknown,telephone,jun,thu,148,2.47,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
36,35-44,Management,Single,High School,No,Unknown,Unknown,telephone,jun,thu,184,3.07,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
38,35-44,Unemployed,Married,Basic 4 Years,Unknown,No,No,telephone,jun,thu,55,0.92,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
31,25-34,Admin,Married,High School,No,No,No,telephone,jun,thu,952,15.87,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Subscribed,1
36,35-44,Blue Collar,Single,Basic 9 Years,No,No,Yes,telephone,jun,thu,207,3.45,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
34,25-34,Admin,Married,Basic 9 Years,No,No,No,telephone,jun,thu,238,3.97,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
35,35-44,Admin,Divorced,University Degree,No,Yes,No,telephone,jun,thu,318,5.3,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
37,35-44,Blue Collar,Divorced,Basic 9 Years,No,No,No,telephone,jun,thu,232,3.87,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
57,55-64,Retired,Married,Basic 4 Years,Unknown,No,No,telephone,jun,thu,76,1.27,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
35,35-44,Blue Collar,Married,High School,No,No,No,telephone,jun,thu,153,2.55,14,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
58,55-64,Technician,Married,High School,Unknown,No,No,telephone,jun,thu,525,8.75,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
36,35-44,Blue Collar,Married,Basic 4 Years,No,No,No,telephone,jun,thu,97,1.62,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
49,45-54,Management,Married,University Degree,No,No,No,telephone,jun,thu,216,3.6,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
38,35-44,Admin,Married,University Degree,No,No,No,telephone,jun,thu,142,2.37,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
39,35-44,Admin,Single,High School,No,No,No,telephone,jun,thu,290,4.83,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
34,25-34,Blue Collar,Married,Professional Course,Unknown,Yes,No,telephone,jun,thu,280,4.67,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
36,35-44,Blue Collar,Married,Basic 4 Years,No,Yes,No,telephone,jun,thu,559,9.32,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
33,25-34,Blue Collar,Single,Basic 9 Years,No,No,No,telephone,jun,thu,67,1.12,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
59,55-64,Retired,Married,Unknown,Unknown,Yes,No,telephone,jun,thu,235,3.92,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
57,55-64,Retired,Single,Basic 4 Years,No,Yes,No,telephone,jun,thu,107,1.78,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
55,55-64,Management,Married,Professional Course,Unknown,Yes,Yes,telephone,jun,thu,368,6.13,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
25,25-34,Blue Collar,Single,Basic 9 Years,No,Yes,No,telephone,jun,thu,74,1.23,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
55,55-64,Blue Collar,Married,Basic 4 Years,Unknown,Yes,No,telephone,jun,thu,1136,18.93,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Subscribed,1
23,Below 25,Blue Collar,Single,Basic 9 Years,No,No,No,telephone,jun,thu,359,5.98,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
56,55-64,Self Employed,Single,Basic 9 Years,Unknown,No,No,telephone,jun,thu,64,1.07,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
31,25-34,Technician,Single,University Degree,No,No,No,telephone,jun,thu,73,1.22,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
51,45-54,Blue Collar,Married,Basic 4 Years,No,No,No,telephone,jun,thu,16,0.27,9,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
43,35-44,Blue Collar,Divorced,Basic 9 Years,Unknown,No,No,telephone,jun,thu,409,6.82,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
45,45-54,Technician,Married,University Degree,No,No,No,telephone,jun,thu,65,1.08,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
57,55-64,Blue Collar,Married,Basic 4 Years,Unknown,No,No,telephone,jun,thu,69,1.15,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
34,25-34,Services,Married,Basic 6 Years,No,No,No,telephone,jun,thu,722,12.03,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
31,25-34,Entrepreneur,Married,High School,No,Yes,No,telephone,jun,thu,133,2.22,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
37,35-44,Management,Married,University Degree,No,No,No,telephone,jun,thu,288,4.8,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
29,25-34,Admin,Married,Basic 9 Years,No,Yes,No,telephone,jun,thu,120,2,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
60,55-64,Entrepreneur,Married,Basic 4 Years,No,No,No,telephone,jun,thu,43,0.72,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
40,35-44,Blue Collar,Single,Basic 4 Years,Unknown,Yes,No,telephone,jun,thu,78,1.3,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
55,55-64,Technician,Married,Professional Course,Unknown,No,No,telephone,jun,thu,166,2.77,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
43,35-44,Admin,Married,University Degree,No,No,No,telephone,jun,thu,30,0.5,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
45,45-54,Blue Collar,Married,Basic 9 Years,Unknown,No,No,telephone,jun,thu,10,0.17,16,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
40,35-44,Retired,Married,Professional Course,No,Yes,No,telephone,jun,thu,219,3.65,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
37,35-44,Blue Collar,Married,Basic 9 Years,No,Yes,No,telephone,jun,thu,164,2.73,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
47,45-54,Admin,Married,University Degree,No,No,No,telephone,jun,thu,148,2.47,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
37,35-44,Blue Collar,Married,Professional Course,No,No,No,telephone,jun,thu,11,0.18,7,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
28,25-34,Blue Collar,Married,Basic 9 Years,No,Yes,No,telephone,jun,thu,130,2.17,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
52,45-54,Technician,Married,Unknown,Unknown,No,No,telephone,jun,thu,208,3.47,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
28,25-34,Blue Collar,Married,Basic 9 Years,No,No,No,telephone,jun,thu,140,2.33,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
25,25-34,Blue Collar,Single,Professional Course,No,No,No,telephone,jun,thu,559,9.32,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
38,35-44,Services,Married,High School,No,No,No,telephone,jun,thu,224,3.73,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
55,55-64,Housemaid,Married,Basic 4 Years,Unknown,Yes,No,telephone,jun,thu,93,1.55,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
53,45-54,Self Employed,Divorced,Basic 9 Years,No,Yes,No,telephone,jun,thu,177,2.95,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
35,35-44,Management,Married,High School,No,Yes,No,telephone,jun,thu,405,6.75,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
45,45-54,Management,Single,Basic 9 Years,No,Yes,No,telephone,jun,thu,69,1.15,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
28,25-34,Blue Collar,Single,High School,No,No,No,telephone,jun,thu,1017,16.95,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
36,35-44,Technician,Single,Professional Course,No,No,Yes,telephone,jun,thu,385,6.42,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
26,25-34,Unknown,Single,High School,Unknown,No,No,telephone,jun,thu,237,3.95,5,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
45,45-54,Management,Single,Basic 9 Years,No,Yes,No,telephone,jun,thu,237,3.95,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
38,35-44,Admin,Married,University Degree,No,No,No,telephone,jun,thu,202,3.37,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
46,45-54,Services,Married,High School,No,No,Yes,telephone,jun,thu,153,2.55,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
49,45-54,Management,Divorced,University Degree,No,No,No,telephone,jun,thu,163,2.72,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
53,45-54,Technician,Married,Professional Course,No,No,No,telephone,jun,thu,97,1.62,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
49,45-54,Admin,Married,High School,Unknown,Yes,No,telephone,jun,thu,216,3.6,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
42,35-44,Technician,Married,Basic 6 Years,No,No,No,telephone,jun,thu,399,6.65,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
48,45-54,Blue Collar,Married,High School,Unknown,Yes,No,telephone,jun,thu,234,3.9,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
26,25-34,Blue Collar,Single,Basic 9 Years,No,Yes,No,telephone,jun,thu,184,3.07,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
35,35-44,Blue Collar,Single,Basic 4 Years,No,Yes,No,telephone,jun,thu,155,2.58,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
42,35-44,Housemaid,Married,Basic 4 Years,No,No,No,telephone,jun,thu,500,8.33,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Subscribed,1
50,45-54,Housemaid,Married,Unknown,No,Yes,No,telephone,jun,thu,167,2.78,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
60,55-64,Management,Married,University Degree,No,Yes,No,telephone,jun,thu,89,1.48,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
56,55-64,Retired,Married,Basic 4 Years,No,No,No,telephone,jun,thu,92,1.53,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
31,25-34,Blue Collar,Married,Basic 9 Years,No,No,No,telephone,jun,thu,296,4.93,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
46,45-54,Entrepreneur,Married,University Degree,Unknown,Yes,No,telephone,jun,thu,563,9.38,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
40,35-44,Blue Collar,Married,Basic 9 Years,Unknown,No,No,telephone,jun,thu,146,2.43,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
42,35-44,Management,Married,University Degree,No,No,No,telephone,jun,thu,92,1.53,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
33,25-34,Blue Collar,Divorced,Basic 9 Years,No,No,No,telephone,jun,thu,149,2.48,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
60,55-64,Blue Collar,Married,Basic 9 Years,Unknown,Yes,No,telephone,jun,thu,80,1.33,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
40,35-44,Blue Collar,Married,Basic 4 Years,No,No,No,telephone,jun,thu,354,5.9,7,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
52,45-54,Blue Collar,Married,Basic 4 Years,No,Yes,No,telephone,jun,thu,106,1.77,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
42,35-44,Services,Divorced,High School,Unknown,No,No,telephone,jun,thu,111,1.85,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
48,45-54,Services,Married,High School,Unknown,No,No,telephone,jun,thu,136,2.27,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
34,25-34,Blue Collar,Married,Basic 6 Years,No,Yes,Yes,telephone,jun,thu,549,9.15,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
34,25-34,Housemaid,Single,University Degree,No,No,No,telephone,jun,thu,267,4.45,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
48,45-54,Self Employed,Married,Basic 9 Years,Unknown,Yes,No,telephone,jun,thu,461,7.68,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
26,25-34,Blue Collar,Single,Basic 9 Years,Unknown,No,No,telephone,jun,thu,60,1,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
38,35-44,Admin,Married,High School,No,Yes,No,telephone,jun,thu,117,1.95,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
39,35-44,Unemployed,Married,University Degree,Unknown,No,No,telephone,jun,thu,21,0.35,8,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
43,35-44,Technician,Single,Professional Course,No,Unknown,Unknown,telephone,jun,thu,104,1.73,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
29,25-34,Admin,Single,High School,No,Yes,Yes,telephone,jun,thu,15,0.25,10,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
37,35-44,Blue Collar,Married,Basic 6 Years,No,Yes,No,telephone,jun,thu,216,3.6,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.4,94.465,-41.8,4.961,"5,228.1",Not Subscribed,0
